,cords,description,name,params
717,58.915 -151.952,"East Amatuli Island Light, AK",station-amaa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
718,28.193 -82.789,"Anclote Gulf Park, FL",station-ancf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
719,27.538 -82.739,"ANM - Anna Maria, FL",station-anmf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
720,27.837 -97.039,"8775241 - Aransas, Aransas Pass, TX",station-anpt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
721,45.06 -83.424,"Alpena Harbor Light, Alpena, MI",station-apnm4,"['air_temperature', 'winds']"
722,18.48 -66.702,"9757809 - Arecibo, PR",station-arop4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
723,28.433 -82.667,"APK - Aripeka, FL",station-arpf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
724,18.457 -67.165,"9759412 - Aquadilla, PR",station-audp4,"['air_temperature', 'sea_water_temperature', 'winds']"
725,59.378 -153.348,"Augustine Island, AK",station-auga2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
726,39.09 -74.72,"Avalon, NJ",station-avan4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
727,28.227 -96.796,"8774230 - Aransas Wildlife Refuge, TX",station-awrt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
728,27.297 -97.405,"8776604 - Baffin Bay, TX",station-babt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
729,42.345 -79.595,"Barcelona Harbor, NY",station-barn6,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
730,25.478 -80.989,"Broad River, FL",station-bdvf1,"['sea_water_salinity', 'sea_water_temperature']"
731,38.317 -123.071,"Bodega, CA",station-bdxc1,"['sea_water_salinity', 'sea_water_temperature']"
732,26.404 -81.881,"BCP - Big Carlos Pass, FL",station-bgcf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
733,41.646 -87.147,"Burns Harbor, IN",station-bhri3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
734,46.827 -87.727,"Big Bay, MI",station-bigm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
735,25.119 -80.834,"Buoy Key, FL",station-bkyf1,"['sea_water_salinity', 'sea_water_temperature']"
736,60.839 -146.884,"Bligh Reef Light, AK",station-blia2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
737,58.455 -135.889,Bartlett Cove AK,station-blta2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
738,25.087 -80.519,"Butternut Key, FL",station-bnkf1,"['sea_water_salinity', 'sea_water_temperature']"
739,25.027 -80.681,"Bob Allen, FL",station-bobf1,"['sea_water_salinity', 'sea_water_temperature']"
740,39.61 -74.2,"Brant Beach, NJ",station-brbn4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
741,44.055 -86.514,"Big Sable Point, MI",station-bsbm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
742,30.329 -87.829,"Bon Secour, AL",station-bsca1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
743,25.266 -81.162,"Big Sable Creek, FL",station-bskf1,"['sea_water_salinity', 'sea_water_temperature']"
744,38.537 -75.046,"Bethany Beach, DE",station-bthd1,[None]
745,28.905 -89.428,"Southwest Pass, LA",station-burl1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
746,41.397 -71.033,"Buzzards Bay, MA",station-buzm3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
747,25.178 -80.438,"Blackwater Sound, FL",station-bwsf1,"['sea_water_salinity', 'sea_water_temperature']"
748,26.067 -97.155,"8779749 - SPI Brazos Santiago, TX",station-bzst2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
749,44.146 -87.563,"Two Rivers CG Station, WI",station-c58w3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature']"
750,27.765 -82.649,"Campbell Park, FL",station-camf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
751,25.422 -80.942,"Cane Patch, FL",station-canf1,"['sea_water_salinity', 'sea_water_temperature']"
752,43.342 -124.375,"Cape Arago, OR",station-caro3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
753,41.981 -80.556,"Conneaut Breakwater Light, OH",station-cblo1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
754,45.198 -87.36,"Chambers Island, WI",station-cbrw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
755,56.001 -134.136,"Cape Decision, AK",station-cdea2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
756,29.136 -83.029,"Cedar Key, FL",station-cdrf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
757,56.001 -134.136,"Cape Decision MXAK, AK",station-cdxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
758,28.791 -89.056,Cognac,station-cgcl1,"['air_temperature', 'winds']"
759,33.661 -82.199,"Strom Thurmond Dam, SC",station-chds1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
760,41.916 -87.572,"Harrison-Dever Crib, Chicago, IL",station-chii2,"['air_temperature', 'winds']"
761,36.905 -75.713,"Chesapeake Light, VA",station-chlv2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
762,27.736 -82.686,"Clam Bayou, FL",station-clbf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_electrical_conductivity', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
763,34.622 -76.525,"Cape Lookout, NC",station-clkn7,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
764,42.471 -82.877,"St. Clair Shores, MI",station-clsm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
765,43.07 -70.7,"Coastal Marine Lab, New Castle, NH",station-cmln3,"['air_temperature', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
766,41.547 -83.015,"Camp Perry, OH",station-cmpo1,"['air_temperature', 'winds']"
767,25.702 -81.186,"Cannon Bay, FL",station-cnbf1,"['sea_water_salinity', 'sea_water_temperature']"
768,41.856 -87.609,"Northerly Isle, IL",station-cnii2,"['air_temperature', 'winds']"
769,28.114 -97.024,"8774513 - Copano Bay, TX",station-cpnt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
770,35.17 -120.741,"Cal Poly Pier, CA",station-cpxc1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
771,38.066 -122.23,"Carquinez, CA",station-cquc1,"['sea_water_salinity', 'sea_water_temperature']"
772,55.474 -133.136,"Craig, AK",station-crga2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
773,30.308 -88.14,"Cedar Point, AL",station-crta1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
774,58.199 -136.64,"Cape Spencer, AK",station-cspa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
775,25.297 -81.013,"Clear Water Pass, FL",station-cwaf1,"['sea_water_salinity', 'sea_water_temperature']"
776,45.658 -84.464,"Cheboygan Marina, MI",station-cygm4,[None]
777,42.494 -79.354,"Dunkirk, NY",station-dbln6,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
778,47.675 -124.485,"Destruction Island, WA",station-desw1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
779,47.079 -90.728,"Devils Island, WI",station-disw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
780,25.18 -80.49,"Duck Key, FL",station-dkkf1,"['sea_water_salinity', 'sea_water_temperature']"
781,46.226 -123.955,"Desdemona Sands Light, OR",station-dmno3,"['air_temperature', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
782,30.251 -88.078,"Dauphin Island Sea Lab, AL",station-dpha1,"['sea_water_salinity', 'sea_water_temperature', 'winds']"
783,30.25 -88.075,"Dauphin Island, AL",station-dpia1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
784,60.553 -152.137,"Drift River Terminal, AK",station-drfa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
785,27.601 -82.759,"EGK - Egmont Key, FL",station-egkf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
786,28.71 -95.914,"8773146 - Matagorda City, TX",station-emat2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
787,58.971 -135.221,"Eldred Rock, AK",station-eroa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
788,58.971 -135.221,"Eldred Rock MXAK, AK",station-erxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
789,32.685 -79.888,"Folly Island, SC",station-fbis1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
790,32.652 -79.938,"Folly Beach Pier, SC",station-fbps1,[None]
791,57.272 -133.63,"Five Fingers, AK",station-ffia2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
792,28.118 -93.67,High Island 334,station-fgbl1,"['air_temperature', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
793,28.153 -82.801,"FHP - Fred Howard Park, FL",station-fhpf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
794,59.332 -151.995,"Flat Island Light, AK",station-fila2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
795,28.936 -95.294,"8772471 - Freeport SPIP, TX",station-fpst2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
796,45.619 -86.66,"Fairport, MI",station-fptm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
797,37.807 -122.466,"Fort Point, CA",station-fpxc1,"['sea_water_salinity', 'sea_water_temperature']"
798,18.335 -65.631,"9753216 - Fajardo, PR",station-frdp4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
799,36.19 -75.739,"USACE-CHL Field Research Facility, Duck, NC",station-frfn7,[None]
800,41.976 -87.648,"Foster Ave., Chicago, IL",station-fsti2,"['air_temperature', 'winds']"
801,25.591 -80.097,"Fowey Rock, FL",station-fwyf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
802,25.378 -81.029,"Gunboat Island, FL",station-gbif1,"['sea_water_salinity', 'sea_water_temperature']"
803,44.653 -87.901,"Green Bay Entrance Light, WI",station-gblw3,"['air_temperature', 'winds']"
804,25.167 -80.801,"Garfield Bight, FL",station-gbtf1,"['sea_water_salinity', 'sea_water_temperature']"
805,41.859 -80.975,"Geneva on the Lake Light, OH",station-gelo1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
806,58.212 -136.381,"George Island, Alaska",station-gexa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
807,55.446 -131.881,"Guard Island, AK",station-gixa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
808,24.627 -82.872,"Garden Key, FL",station-gkyf1,"['air_temperature', 'sea_water_temperature']"
809,24.899 -83.868,Mississippi State University Wave Glider - GOM01,station-gom01,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
810,46.273 -123.767,"Grays Point, WA",station-gptw1,"['sea_water_salinity', 'sea_water_temperature']"
811,29.101 -89.978,"Grand Isle Blocks, LA / CSI09",station-grbl1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
812,46.721 -87.412,"Granite Island, MI",station-grim4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
813,46.684 -85.972,"Grand Marais, MI",station-grmm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
814,29.302 -94.896,"8771486 - Galveston RR Bridge, TX",station-grrt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
815,44.018 -83.537,"Gravelly Shoal Light, MI",station-gslm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
816,44.767 -85.607,Grand Traverse Bay Observing System Station 2,station-gtbm4,"['air_temperature', 'winds']"
817,45.211 -85.55,"Grand Traverse Light, MI",station-gtlm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
818,47.179 -88.241,"Superior Grand Traverse Bay, MI",station-gtrm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
819,58.408 -135.726,"Gustavus Dock, AK",station-guxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
820,59.234 -135.442,"Haines Harbor, AK",station-haxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
821,40.777 -124.197,"Humboldt, CA",station-hbxc1,"['sea_water_salinity', 'sea_water_temperature']"
822,25.254 -80.444,"Highway Creek, FL",station-hcef1,"['sea_water_salinity', 'sea_water_temperature']"
823,41.401 -82.545,"Huron Harbor Light, OH",station-hhlo1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
824,29.595 -94.39,"8770808 - High Island, TX",station-hist2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
825,59.602 -151.417,"Homer Spit, AK",station-hmsa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
826,25.424 -81.06,"Harney River, FL",station-href1,"['sea_water_salinity', 'sea_water_temperature']"
827,28.772 -82.707,"HOM - Homosassa, FL",station-hssf1,[None]
828,59.927 -141.359,"Icy Bay, AK",station-icya2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
829,29.053 -90.533,"Isle Dernieres, LA / CSI05",station-ildl1,"['sea_water_temperature', 'winds']"
830,17.969 -67.044,"Isla Magueyes, Lajas, PR",station-imgp4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
831,42.967 -70.623,"Isle of Shoals, NH",station-iosn3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
832,27.48 -97.322,"8776139 - South Bird Island, TX",station-irdt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
833,41.781 -87.573,"63rd St., Chicago, IL",station-jaki2,"['air_temperature', 'winds']"
834,25.224 -80.541,"Joe Bay, FL",station-jbyf1,"['sea_water_salinity', 'sea_water_temperature']"
835,25.053 -80.904,"Johnson Key, FL",station-jkyf1,"['sea_water_salinity', 'sea_water_temperature']"
836,58.298 -134.405,"Juneau Library, AK",station-jlxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
837,58.286 -134.39,Juneau AML Dock,station-jmla2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
838,58.291 -134.394,"Juneau ANG Dock, AK",station-jnga2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
839,35.912 -75.587,"Jennette's Pier, Nags Head, NC",station-jprn7,[None]
840,46.266 -124.038,"Jetty A, USCG Station Disappointment",station-jtaw1,"['sea_water_salinity', 'sea_water_temperature']"
841,30.258 -88.213,"Katrina Cut, AL",station-kata1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
842,27.195 -90.027,Green Canyon 787 / Atlantis (BP),station-katp,"['air_temperature', 'winds']"
843,28.058 -95.872,Brazos 133B (Apache Corp),station-kbbf,"['air_temperature', 'winds']"
844,28.314 -95.62,Brazos 538 (Transco),station-kbqx,"['air_temperature', 'winds']"
845,29.441 -92.979,East Cameron 47JP (Apache Corp),station-kcmb,"['air_temperature', 'winds']"
846,28.909 -93.302,West Cameron 368A (Century Exploration),station-kcrh,"['air_temperature', 'winds']"
847,29.784 -93.3,"Cameron, LA (PHI)",station-kcvw,"['air_temperature', 'winds']"
848,29.121 -89.547,West Delta 27A (AngloSuisse Offshore Partners),station-kdlp,"['air_temperature', 'winds']"
849,28.429 -92.878,East Cameron 278B (Apache Corp),station-kehc,"['air_temperature', 'winds']"
850,28.634 -91.489,Eugene Island 215 (McMoRan Oil & Gas),station-keir,"['air_temperature', 'winds']"
851,27.819 -94.323,East Breaks 165 (SandRidge Energy),station-kemk,"['air_temperature', 'winds']"
852,55.352 -131.684,"Ketchikan Harbor, AK",station-kexa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
853,27.204 -92.203,Garden Banks 783 / Magnolia TLP (W&T Offshore),station-kgbk,"['air_temperature', 'winds']"
854,27.84 -91.988,Garden Banks 172 / Salsa (Shell E & P),station-kghb,"['air_temperature', 'winds']"
855,47.745 -90.346,"Bay of Grand Marais, MN",station-kgna,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
856,27.625 -90.441,Green Canyon 338 / Front Runner (Murphy E&P),station-kgry,"['air_temperature', 'winds']"
857,27.304 -93.538,Garden Banks 668 / Gunnison Spar (Anadarko),station-kgul,"['air_temperature', 'winds']"
858,28.577 -94.976,Galveston 424C (Nippon Oil Exploration),station-kgvx,"['air_temperature', 'winds']"
859,26.939 -94.689,Alaminos Canyon 25 / Hoover-Diana (ExxonMobile Corp),station-khhv,"['air_temperature', 'winds']"
860,27.934 -93.669,High Island 376B (Apache),station-khqi,"['air_temperature', 'winds']"
861,28.521 -88.289,Mississippi Canyon 474 / Na Kika FPU (BP),station-kikt,"['air_temperature', 'winds']"
862,28.085 -87.986,Mississippi Canyon 920 / Independence Hub (Anadarko / Enterprise),station-kipn,"['air_temperature', 'winds']"
863,28.643 -89.794,Mississippi Canyon 311A (Apache Corp),station-kmdj,"['air_temperature', 'winds']"
864,29.296 -88.842,MP 140B  AWOS (Apache Corp),station-kmis,"['air_temperature', 'winds']"
865,27.289 -96.736,Mustang Island A31B (Merit Energy),station-kmiu,"['air_temperature', 'winds']"
866,28.221 -89.615,Mississippi Canyon 711 / ATP Innovator (ATP Oil & Gas),station-kmyt,"['air_temperature', 'winds']"
867,27.727 -96.191,Mustang Island A85A (Apache Corp),station-kmzg,"['air_temperature', 'winds']"
868,21.288 -157.865,"Kilo Nalu Observatory, Hawaii",station-knoh1,[None]
869,42.589 -87.809,"Kenosha Light, Kenosha, WI",station-knsw3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
870,26.833 -96.94,North Padre Island 975 (Peregrine Oil & Gas),station-kopm,"['air_temperature', 'winds']"
871,46.417 -86.65,"Munising Lake Shore, MI",station-kp53,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
872,44.017 -82.8,"Port Hope, MI",station-kp58,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
873,47.467 -87.883,"Copper Harbor, MI",station-kp59,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
874,29.116 -91.871,South Marsh 268A (Apache Corp),station-kscf,"['air_temperature', 'winds']"
875,28.599 -91.206,Ship Shoal 178 (Apache Corp),station-kspr,"['air_temperature', 'winds']"
876,28.083 -90.819,Ship Shoal 354 (Fieldwood Energy),station-ksqe,"['air_temperature', 'winds']"
877,28.16 -90.666,South Timballer 301B / Popeye  (Shell E & P),station-kstz,"['air_temperature', 'winds']"
878,29.819 -83.594,"Keaton Beach, FL",station-ktnf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
879,27.354 -94.625,East Breaks 643 / Boomvang Spar (Anadarko),station-kvaf,"['air_temperature', 'winds']"
880,29.478 -93.638,Sabine Pass 13B (Nippon Oil Exploration),station-kvbs,"['air_temperature', 'winds']"
881,29.248 -88.441,Main Pass 289C (Apache Corp.),station-kvky,"['air_temperature', 'winds']"
882,29.467 -92.368,Vermillion 26 (Mariner Energy),station-kvnp,"['air_temperature', 'winds']"
883,29.229 -87.781,Viosca Knoll 786 / Petronius (Chevron),station-kvoa,"['air_temperature', 'winds']"
884,28.27 -92.264,Vermillon 331A  (ERT / Helix),station-kvqt,"['air_temperature', 'winds']"
885,29.18 -94.521,High Island 179A AWOS (Apache Corp),station-kxih,"['air_temperature', 'winds']"
886,29.123 -90.202,Port Fourchon Heliport (Era Helicopters),station-kxpy,"['air_temperature', 'winds']"
887,25.484 -81.133,"Broad River Lower, FL",station-lbrf1,"['sea_water_salinity', 'sea_water_temperature']"
888,25.214 -80.432,"Little Blackwater, FL",station-lbsf1,"['sea_water_salinity', 'sea_water_temperature']"
889,19.699 -80.06,"Little Cayman Research Centre, Cayman Islands",station-lciy2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
890,56.058 -132.69,"Lincoln Island, AK",station-lcna2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
891,41.306 -72.077,"New London Ledge Light, New London Harbor, CT",station-ldlc3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
892,58.54 -135.047,"Little Island, AK",station-lixa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
893,32.867 -117.257,"La Jolla, CA (073)",station-ljpc1,"['waves', 'winds']"
894,30.315 -90.281,"Western Lake Pontchartrain, LA",station-lkpl1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
895,26.612 -80.033,"Lake Worth, FL",station-lkwf1,[None]
896,15.157 145.77,"Lao Lao Bay, Saipan, CNMI",station-llbp7,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
897,19.594 -96.379,"La Mancha Beach, Mexico",station-lmbv4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
898,25.176 -80.633,"Little Madeira, FL",station-lmdf1,"['sea_water_salinity', 'sea_water_temperature']"
899,34.107 -81.271,Lake Murray SC,station-lmfs1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
900,25.556 -81.169,"Lostmans River, FL",station-lmrf1,"['sea_water_salinity', 'sea_water_temperature']"
901,33.552 -80.501,"Lake Marion, SC",station-lmss1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
902,24.844 -80.864,"Long Key, FL",station-lonf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_electrical_conductivity', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
903,28.885 -90.025,"Louisiana Offshore Oil Port, LA",station-lopl1,"['air_temperature', 'air_pressure_at_sea_level', 'waves', 'winds']"
904,41.481 -82.195,"Lorain Harbor, OH",station-loro1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
905,17.939 -67.052,"Media Luna, La Parguera, PR",station-lprp4,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
906,56.388 -134.637,"Little Port Walter, AK",station-lpwa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
907,25.284 -80.894,"Lane River, FL",station-lrif1,"['sea_water_salinity', 'sea_water_temperature']"
908,24.982 -80.826,"Little Rabbit Key, FL",station-lrkf1,"['sea_water_salinity', 'sea_water_temperature']"
909,42.465 -82.755,"Lake St. Clair Light, MI",station-lscm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
910,25.235 -80.457,"Long Sound, FL",station-lsnf1,"['sea_water_salinity', 'sea_water_temperature']"
911,29.076 -95.122,"8771972 - San Luis Pass, TX",station-luit2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
912,29.255 -90.664,"LUMCON Marine Center, LA",station-luml1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
913,29.765 -95.079,"8770733 - Lynchburg Landing, TX",station-lybt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
914,34.091 -77.868,"Masonboro Island, NC (MSNB_S)",station-mbin7,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
915,30.437 -88.011,"Middle Bay Lighthouse, AL",station-mbla1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'waves', 'winds']"
916,34.171 -77.824,"Masonboro Island, NC (MSNB_N)",station-mbnn7,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
917,35.371 -120.859,"Morro Bay - BM1 T-Pier, CA",station-mbxc1,"['sea_water_salinity', 'sea_water_temperature']"
918,41.729 -86.912,"Michigan City Harbor Entrance Light, Michigan City, IN",station-mcyi3,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
919,25.289 -80.396,"Middle Key, FL",station-mdkf1,"['sea_water_salinity', 'sea_water_temperature']"
920,43.969 -68.128,"Mt. Desert Rock, ME",station-mdrm1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
921,44.251 -86.342,"Manistee Harbor, MI",station-meem4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
922,30.667 -87.936,"Meaher Park, AL",station-mhpa1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
923,43.784 -68.855,"Matinicus Rock, ME",station-mism1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
924,43.227 -86.339,"Muskegon CG Station, Muskegon, MI",station-mkgm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
925,25.012 -80.376,"Molasses Reef, FL",station-mlrf1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_electrical_conductivity', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
926,36.802 -121.791,"Moss Landing, South Harbor, CA",station-mlsc1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_salinity', 'sea_water_temperature', 'winds']"
927,43.005 -87.884,Port of Milwaukee,station-mlww3,"['air_temperature', 'winds']"
928,25.239 -80.422,"Manatee Bay, FL",station-mnbf1,"['sea_water_salinity', 'sea_water_temperature']"
929,61.082 -146.662,"Middle Rock Light, AK",station-mrka2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
930,58.198 -134.257,"Marmion Island, AK",station-mrna2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
931,29.441 -92.061,"Marsh Island, LA / CSI03",station-mrsl1,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
932,55.099 -131.182,"Mary Island, AK",station-mrya2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
933,28.184 -83.956,Mississippi State University Wave Glider - MSG10,station-msg10,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
934,26.006 -83.991,Mississippi State University Wave Glider - MSG12,station-msg12,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
935,27.487 -83.987,Mississippi State University Wave Glider - MSG14,station-msg14,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
936,25.106 -80.942,"Murray Key, FL",station-mukf1,"['sea_water_salinity', 'sea_water_temperature']"
937,58.364 -134.606,"Mendenhall Valley, AK",station-mvxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
938,58.301 -134.425,"MXAK Office, AK",station-mxxa2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
939,36.605 -121.889,"Monterrey, CA",station-myxc1,"['sea_water_salinity', 'sea_water_temperature']"
940,46.087 -85.444,"Naubinway, MI",station-nabm4,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
941,36.087 -114.728,Lake Mead - North Boulder Basin,station-nbba3,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'waves', 'winds']"
942,29.726 -95.266,"8770777 - Manchester, TX",station-ncht2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
943,25.084 -81.096,"NFB - Northwest Florida Bay, FL",station-nfbf1,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
944,27.822 -97.204,"8775283 - Port Ingleside, TX",station-nglt2,"['air_temperature', 'air_pressure_at_sea_level', 'sea_water_temperature', 'winds']"
945,52.972 -168.855,Nikolski White Alice,station-nkla2,"['air_temperature', 'air_pressure_at_sea_level', 'winds']"
